"dateUTC","dateLocal","parameter","location","locationURL","value","unit","city","country","latitude","longitude"
2015-10-29 03:20:00,2015-10-29 08:50:00,"pm25","Anand Vihar","Anand+Vihar",294,"µg/m³","Delhi","IN",NA,NA
2015-10-29 04:20:00,2015-10-29 09:50:00,"pm25","Anand Vihar","Anand+Vihar",229,"µg/m³","Delhi","IN",NA,NA
2015-10-29 05:20:00,2015-10-29 10:50:00,"pm25","Anand Vihar","Anand+Vihar",88,"µg/m³","Delhi","IN",NA,NA
2015-10-29 06:20:00,2015-10-29 11:50:00,"pm25","Anand Vihar","Anand+Vihar",77,"µg/m³","Delhi","IN",NA,NA
2015-10-29 07:20:00,2015-10-29 12:50:00,"pm25","Anand Vihar","Anand+Vihar",132,"µg/m³","Delhi","IN",NA,NA
2015-10-29 07:40:00,2015-10-29 13:10:00,"pm25","Anand Vihar","Anand+Vihar",99,"µg/m³","Delhi","IN",NA,NA
2015-10-29 08:20:00,2015-10-29 13:50:00,"pm25","Anand Vihar","Anand+Vihar",99,"µg/m³","Delhi","IN",NA,NA
2015-10-29 09:20:00,2015-10-29 14:50:00,"pm25","Anand Vihar","Anand+Vihar",103,"µg/m³","Delhi","IN",NA,NA
2015-10-29 10:20:00,2015-10-29 15:50:00,"pm25","Anand Vihar","Anand+Vihar",115,"µg/m³","Delhi","IN",NA,NA
2015-10-29 11:20:00,2015-10-29 16:50:00,"pm25","Anand Vihar","Anand+Vihar",115,"µg/m³","Delhi","IN",NA,NA
2015-10-29 12:20:00,2015-10-29 17:50:00,"pm25","Anand Vihar","Anand+Vihar",101,"µg/m³","Delhi","IN",NA,NA
2015-10-29 13:20:00,2015-10-29 18:50:00,"pm25","Anand Vihar","Anand+Vihar",177,"µg/m³","Delhi","IN",NA,NA
2015-10-29 14:20:00,2015-10-29 19:50:00,"pm25","Anand Vihar","Anand+Vihar",147,"µg/m³","Delhi","IN",NA,NA
2015-10-29 14:40:00,2015-10-29 20:10:00,"pm25","Anand Vihar","Anand+Vihar",116,"µg/m³","Delhi","IN",NA,NA
2015-10-29 15:20:00,2015-10-29 20:50:00,"pm25","Anand Vihar","Anand+Vihar",116,"µg/m³","Delhi","IN",NA,NA
2015-10-29 16:20:00,2015-10-29 21:50:00,"pm25","Anand Vihar","Anand+Vihar",103,"µg/m³","Delhi","IN",NA,NA
2015-10-29 17:20:00,2015-10-29 22:50:00,"pm25","Anand Vihar","Anand+Vihar",108,"µg/m³","Delhi","IN",NA,NA
2015-10-29 18:20:00,2015-10-29 23:50:00,"pm25","Anand Vihar","Anand+Vihar",130,"µg/m³","Delhi","IN",NA,NA
2015-10-29 19:20:00,2015-10-30 00:50:00,"pm25","Anand Vihar","Anand+Vihar",144,"µg/m³","Delhi","IN",NA,NA
2015-10-29 20:20:00,2015-10-30 01:50:00,"pm25","Anand Vihar","Anand+Vihar",117,"µg/m³","Delhi","IN",NA,NA
2015-10-29 21:20:00,2015-10-30 02:50:00,"pm25","Anand Vihar","Anand+Vihar",90,"µg/m³","Delhi","IN",NA,NA
2015-10-29 22:20:00,2015-10-30 03:50:00,"pm25","Anand Vihar","Anand+Vihar",78,"µg/m³","Delhi","IN",NA,NA
2015-10-29 23:20:00,2015-10-30 04:50:00,"pm25","Anand Vihar","Anand+Vihar",66,"µg/m³","Delhi","IN",NA,NA
2015-10-30 00:20:00,2015-10-30 05:50:00,"pm25","Anand Vihar","Anand+Vihar",57,"µg/m³","Delhi","IN",NA,NA
2015-10-30 01:20:00,2015-10-30 06:50:00,"pm25","Anand Vihar","Anand+Vihar",103,"µg/m³","Delhi","IN",NA,NA
2015-10-30 02:20:00,2015-10-30 07:50:00,"pm25","Anand Vihar","Anand+Vihar",162,"µg/m³","Delhi","IN",NA,NA
2015-10-30 03:20:00,2015-10-30 08:50:00,"pm25","Anand Vihar","Anand+Vihar",156,"µg/m³","Delhi","IN",NA,NA
2015-10-30 04:20:00,2015-10-30 09:50:00,"pm25","Anand Vihar","Anand+Vihar",183,"µg/m³","Delhi","IN",NA,NA
2015-10-30 05:20:00,2015-10-30 10:50:00,"pm25","Anand Vihar","Anand+Vihar",164,"µg/m³","Delhi","IN",NA,NA
2015-10-30 06:20:00,2015-10-30 11:50:00,"pm25","Anand Vihar","Anand+Vihar",112,"µg/m³","Delhi","IN",NA,NA
2015-10-30 07:20:00,2015-10-30 12:50:00,"pm25","Anand Vihar","Anand+Vihar",152,"µg/m³","Delhi","IN",NA,NA
2015-10-30 07:40:00,2015-10-30 13:10:00,"pm25","Anand Vihar","Anand+Vihar",84,"µg/m³","Delhi","IN",NA,NA
2015-10-30 08:20:00,2015-10-30 13:50:00,"pm25","Anand Vihar","Anand+Vihar",84,"µg/m³","Delhi","IN",NA,NA
2015-10-30 08:40:00,2015-10-30 14:10:00,"pm25","Anand Vihar","Anand+Vihar",96,"µg/m³","Delhi","IN",NA,NA
2015-10-30 09:20:00,2015-10-30 14:50:00,"pm25","Anand Vihar","Anand+Vihar",96,"µg/m³","Delhi","IN",NA,NA
2015-10-30 09:40:00,2015-10-30 15:10:00,"pm25","Anand Vihar","Anand+Vihar",83,"µg/m³","Delhi","IN",NA,NA
2015-10-30 10:20:00,2015-10-30 15:50:00,"pm25","Anand Vihar","Anand+Vihar",83,"µg/m³","Delhi","IN",NA,NA
2015-10-30 10:40:00,2015-10-30 16:10:00,"pm25","Anand Vihar","Anand+Vihar",85,"µg/m³","Delhi","IN",NA,NA
2015-10-30 11:15:00,2015-10-30 16:45:00,"pm25","Anand Vihar","Anand+Vihar",85,"µg/m³","Delhi","IN",NA,NA
2015-10-30 11:40:00,2015-10-30 17:10:00,"pm25","Anand Vihar","Anand+Vihar",81,"µg/m³","Delhi","IN",NA,NA
2015-10-30 12:20:00,2015-10-30 17:50:00,"pm25","Anand Vihar","Anand+Vihar",81,"µg/m³","Delhi","IN",NA,NA
2015-10-30 12:40:00,2015-10-30 18:10:00,"pm25","Anand Vihar","Anand+Vihar",123,"µg/m³","Delhi","IN",NA,NA
2015-10-30 13:20:00,2015-10-30 18:50:00,"pm25","Anand Vihar","Anand+Vihar",123,"µg/m³","Delhi","IN",NA,NA
2015-10-30 13:40:00,2015-10-30 19:10:00,"pm25","Anand Vihar","Anand+Vihar",162,"µg/m³","Delhi","IN",NA,NA
2015-10-30 14:20:00,2015-10-30 19:50:00,"pm25","Anand Vihar","Anand+Vihar",162,"µg/m³","Delhi","IN",NA,NA
2015-10-30 14:40:00,2015-10-30 20:10:00,"pm25","Anand Vihar","Anand+Vihar",231,"µg/m³","Delhi","IN",NA,NA
2015-10-30 15:20:00,2015-10-30 20:50:00,"pm25","Anand Vihar","Anand+Vihar",231,"µg/m³","Delhi","IN",NA,NA
2015-10-30 15:40:00,2015-10-30 21:10:00,"pm25","Anand Vihar","Anand+Vihar",234,"µg/m³","Delhi","IN",NA,NA
2015-10-30 16:20:00,2015-10-30 21:50:00,"pm25","Anand Vihar","Anand+Vihar",234,"µg/m³","Delhi","IN",NA,NA
2015-10-30 16:40:00,2015-10-30 22:10:00,"pm25","Anand Vihar","Anand+Vihar",314,"µg/m³","Delhi","IN",NA,NA
2015-10-30 17:20:00,2015-10-30 22:50:00,"pm25","Anand Vihar","Anand+Vihar",314,"µg/m³","Delhi","IN",NA,NA
2015-10-30 17:40:00,2015-10-30 23:10:00,"pm25","Anand Vihar","Anand+Vihar",429,"µg/m³","Delhi","IN",NA,NA
2015-10-30 18:20:00,2015-10-30 23:50:00,"pm25","Anand Vihar","Anand+Vihar",429,"µg/m³","Delhi","IN",NA,NA
2015-10-30 18:40:00,2015-10-31 00:10:00,"pm25","Anand Vihar","Anand+Vihar",356,"µg/m³","Delhi","IN",NA,NA
2015-10-30 19:20:00,2015-10-31 00:50:00,"pm25","Anand Vihar","Anand+Vihar",356,"µg/m³","Delhi","IN",NA,NA
2015-10-30 19:40:00,2015-10-31 01:10:00,"pm25","Anand Vihar","Anand+Vihar",391,"µg/m³","Delhi","IN",NA,NA
2015-10-30 20:20:00,2015-10-31 01:50:00,"pm25","Anand Vihar","Anand+Vihar",391,"µg/m³","Delhi","IN",NA,NA
2015-10-30 20:40:00,2015-10-31 02:10:00,"pm25","Anand Vihar","Anand+Vihar",293,"µg/m³","Delhi","IN",NA,NA
2015-10-30 21:20:00,2015-10-31 02:50:00,"pm25","Anand Vihar","Anand+Vihar",293,"µg/m³","Delhi","IN",NA,NA
2015-10-30 21:40:00,2015-10-31 03:10:00,"pm25","Anand Vihar","Anand+Vihar",371,"µg/m³","Delhi","IN",NA,NA
2015-10-30 22:20:00,2015-10-31 03:50:00,"pm25","Anand Vihar","Anand+Vihar",371,"µg/m³","Delhi","IN",NA,NA
2015-10-30 22:40:00,2015-10-31 04:10:00,"pm25","Anand Vihar","Anand+Vihar",411,"µg/m³","Delhi","IN",NA,NA
2015-10-30 23:20:00,2015-10-31 04:50:00,"pm25","Anand Vihar","Anand+Vihar",411,"µg/m³","Delhi","IN",NA,NA
2015-10-30 23:40:00,2015-10-31 05:10:00,"pm25","Anand Vihar","Anand+Vihar",581,"µg/m³","Delhi","IN",NA,NA
2015-10-31 00:20:00,2015-10-31 05:50:00,"pm25","Anand Vihar","Anand+Vihar",581,"µg/m³","Delhi","IN",NA,NA
2015-10-31 00:40:00,2015-10-31 06:10:00,"pm25","Anand Vihar","Anand+Vihar",724,"µg/m³","Delhi","IN",NA,NA
2015-10-31 01:20:00,2015-10-31 06:50:00,"pm25","Anand Vihar","Anand+Vihar",724,"µg/m³","Delhi","IN",NA,NA
2015-10-31 01:40:00,2015-10-31 07:10:00,"pm25","Anand Vihar","Anand+Vihar",685,"µg/m³","Delhi","IN",NA,NA
2015-10-31 02:20:00,2015-10-31 07:50:00,"pm25","Anand Vihar","Anand+Vihar",685,"µg/m³","Delhi","IN",NA,NA
2015-10-31 02:40:00,2015-10-31 08:10:00,"pm25","Anand Vihar","Anand+Vihar",597,"µg/m³","Delhi","IN",NA,NA
2015-10-31 03:20:00,2015-10-31 08:50:00,"pm25","Anand Vihar","Anand+Vihar",597,"µg/m³","Delhi","IN",NA,NA
2015-10-31 03:40:00,2015-10-31 09:10:00,"pm25","Anand Vihar","Anand+Vihar",513,"µg/m³","Delhi","IN",NA,NA
2015-10-31 04:20:00,2015-10-31 09:50:00,"pm25","Anand Vihar","Anand+Vihar",513,"µg/m³","Delhi","IN",NA,NA
2015-10-31 04:40:00,2015-10-31 10:10:00,"pm25","Anand Vihar","Anand+Vihar",602,"µg/m³","Delhi","IN",NA,NA
2015-10-31 05:20:00,2015-10-31 10:50:00,"pm25","Anand Vihar","Anand+Vihar",602,"µg/m³","Delhi","IN",NA,NA
2015-10-31 05:40:00,2015-10-31 11:10:00,"pm25","Anand Vihar","Anand+Vihar",442,"µg/m³","Delhi","IN",NA,NA
2015-10-31 06:20:00,2015-10-31 11:50:00,"pm25","Anand Vihar","Anand+Vihar",442,"µg/m³","Delhi","IN",NA,NA
2015-10-31 06:40:00,2015-10-31 12:10:00,"pm25","Anand Vihar","Anand+Vihar",336,"µg/m³","Delhi","IN",NA,NA
2015-10-31 07:40:00,2015-10-31 13:10:00,"pm25","Anand Vihar","Anand+Vihar",282,"µg/m³","Delhi","IN",NA,NA
2015-10-31 09:40:00,2015-10-31 15:10:00,"pm25","Anand Vihar","Anand+Vihar",279,"µg/m³","Delhi","IN",NA,NA
2015-10-31 10:40:00,2015-10-31 16:10:00,"pm25","Anand Vihar","Anand+Vihar",254,"µg/m³","Delhi","IN",NA,NA
2015-10-31 11:20:00,2015-10-31 16:50:00,"pm25","Anand Vihar","Anand+Vihar",254,"µg/m³","Delhi","IN",NA,NA
2015-10-31 11:40:00,2015-10-31 17:10:00,"pm25","Anand Vihar","Anand+Vihar",229,"µg/m³","Delhi","IN",NA,NA
2015-10-31 12:35:00,2015-10-31 18:05:00,"pm25","Anand Vihar","Anand+Vihar",293,"µg/m³","Delhi","IN",NA,NA
2015-10-31 13:30:00,2015-10-31 19:00:00,"pm25","Anand Vihar","Anand+Vihar",390,"µg/m³","Delhi","IN",NA,NA
2015-10-31 14:40:00,2015-10-31 20:10:00,"pm25","Anand Vihar","Anand+Vihar",459,"µg/m³","Delhi","IN",NA,NA
2015-10-31 15:15:00,2015-10-31 20:45:00,"pm25","Anand Vihar","Anand+Vihar",459,"µg/m³","Delhi","IN",NA,NA
2015-10-31 15:40:00,2015-10-31 21:10:00,"pm25","Anand Vihar","Anand+Vihar",565,"µg/m³","Delhi","IN",NA,NA
2015-10-31 16:40:00,2015-10-31 22:10:00,"pm25","Anand Vihar","Anand+Vihar",626,"µg/m³","Delhi","IN",NA,NA
2015-10-31 17:40:00,2015-10-31 23:10:00,"pm25","Anand Vihar","Anand+Vihar",695,"µg/m³","Delhi","IN",NA,NA
2015-10-31 18:40:00,2015-11-01 00:10:00,"pm25","Anand Vihar","Anand+Vihar",677,"µg/m³","Delhi","IN",NA,NA
2015-10-31 19:20:00,2015-11-01 00:50:00,"pm25","Anand Vihar","Anand+Vihar",677,"µg/m³","Delhi","IN",NA,NA
2015-10-31 19:40:00,2015-11-01 01:10:00,"pm25","Anand Vihar","Anand+Vihar",677,"µg/m³","Delhi","IN",NA,NA
2015-10-31 20:20:00,2015-11-01 01:50:00,"pm25","Anand Vihar","Anand+Vihar",677,"µg/m³","Delhi","IN",NA,NA
2015-10-31 20:40:00,2015-11-01 02:10:00,"pm25","Anand Vihar","Anand+Vihar",362,"µg/m³","Delhi","IN",NA,NA
2015-10-31 21:20:00,2015-11-01 02:50:00,"pm25","Anand Vihar","Anand+Vihar",362,"µg/m³","Delhi","IN",NA,NA
2015-10-31 21:40:00,2015-11-01 03:10:00,"pm25","Anand Vihar","Anand+Vihar",371,"µg/m³","Delhi","IN",NA,NA
2015-10-31 22:20:00,2015-11-01 03:50:00,"pm25","Anand Vihar","Anand+Vihar",371,"µg/m³","Delhi","IN",NA,NA
2015-10-31 22:40:00,2015-11-01 04:10:00,"pm25","Anand Vihar","Anand+Vihar",354,"µg/m³","Delhi","IN",NA,NA
2015-10-31 23:20:00,2015-11-01 04:50:00,"pm25","Anand Vihar","Anand+Vihar",354,"µg/m³","Delhi","IN",NA,NA
2015-10-31 23:40:00,2015-11-01 05:10:00,"pm25","Anand Vihar","Anand+Vihar",355,"µg/m³","Delhi","IN",NA,NA
2015-11-01 00:20:00,2015-11-01 05:50:00,"pm25","Anand Vihar","Anand+Vihar",355,"µg/m³","Delhi","IN",NA,NA
2015-11-01 00:40:00,2015-11-01 06:10:00,"pm25","Anand Vihar","Anand+Vihar",378,"µg/m³","Delhi","IN",NA,NA
2015-11-01 01:20:00,2015-11-01 06:50:00,"pm25","Anand Vihar","Anand+Vihar",378,"µg/m³","Delhi","IN",NA,NA
2015-11-01 01:40:00,2015-11-01 07:10:00,"pm25","Anand Vihar","Anand+Vihar",417,"µg/m³","Delhi","IN",NA,NA
2015-11-01 02:20:00,2015-11-01 07:50:00,"pm25","Anand Vihar","Anand+Vihar",417,"µg/m³","Delhi","IN",NA,NA
2015-11-01 02:40:00,2015-11-01 08:10:00,"pm25","Anand Vihar","Anand+Vihar",428,"µg/m³","Delhi","IN",NA,NA
2015-11-01 03:20:00,2015-11-01 08:50:00,"pm25","Anand Vihar","Anand+Vihar",428,"µg/m³","Delhi","IN",NA,NA
2015-11-01 03:40:00,2015-11-01 09:10:00,"pm25","Anand Vihar","Anand+Vihar",429,"µg/m³","Delhi","IN",NA,NA
2015-11-01 04:20:00,2015-11-01 09:50:00,"pm25","Anand Vihar","Anand+Vihar",429,"µg/m³","Delhi","IN",NA,NA
2015-11-01 04:40:00,2015-11-01 10:10:00,"pm25","Anand Vihar","Anand+Vihar",473,"µg/m³","Delhi","IN",NA,NA
2015-11-01 05:20:00,2015-11-01 10:50:00,"pm25","Anand Vihar","Anand+Vihar",473,"µg/m³","Delhi","IN",NA,NA
2015-11-01 05:40:00,2015-11-01 11:10:00,"pm25","Anand Vihar","Anand+Vihar",380,"µg/m³","Delhi","IN",NA,NA
2015-11-01 06:20:00,2015-11-01 11:50:00,"pm25","Anand Vihar","Anand+Vihar",380,"µg/m³","Delhi","IN",NA,NA
2015-11-01 06:40:00,2015-11-01 12:10:00,"pm25","Anand Vihar","Anand+Vihar",157,"µg/m³","Delhi","IN",NA,NA
2015-11-01 07:20:00,2015-11-01 12:50:00,"pm25","Anand Vihar","Anand+Vihar",157,"µg/m³","Delhi","IN",NA,NA
2015-11-01 07:40:00,2015-11-01 13:10:00,"pm25","Anand Vihar","Anand+Vihar",132,"µg/m³","Delhi","IN",NA,NA
2015-11-01 08:20:00,2015-11-01 13:50:00,"pm25","Anand Vihar","Anand+Vihar",132,"µg/m³","Delhi","IN",NA,NA
2015-11-01 08:40:00,2015-11-01 14:10:00,"pm25","Anand Vihar","Anand+Vihar",117,"µg/m³","Delhi","IN",NA,NA
2015-11-01 09:20:00,2015-11-01 14:50:00,"pm25","Anand Vihar","Anand+Vihar",117,"µg/m³","Delhi","IN",NA,NA
2015-11-01 09:40:00,2015-11-01 15:10:00,"pm25","Anand Vihar","Anand+Vihar",152,"µg/m³","Delhi","IN",NA,NA
2015-11-01 10:20:00,2015-11-01 15:50:00,"pm25","Anand Vihar","Anand+Vihar",152,"µg/m³","Delhi","IN",NA,NA
2015-11-01 10:40:00,2015-11-01 16:10:00,"pm25","Anand Vihar","Anand+Vihar",150,"µg/m³","Delhi","IN",NA,NA
2015-11-01 11:20:00,2015-11-01 16:50:00,"pm25","Anand Vihar","Anand+Vihar",150,"µg/m³","Delhi","IN",NA,NA
2015-11-01 11:40:00,2015-11-01 17:10:00,"pm25","Anand Vihar","Anand+Vihar",132,"µg/m³","Delhi","IN",NA,NA
2015-11-01 12:20:00,2015-11-01 17:50:00,"pm25","Anand Vihar","Anand+Vihar",132,"µg/m³","Delhi","IN",NA,NA
2015-11-01 12:40:00,2015-11-01 18:10:00,"pm25","Anand Vihar","Anand+Vihar",164,"µg/m³","Delhi","IN",NA,NA
2015-11-01 13:20:00,2015-11-01 18:50:00,"pm25","Anand Vihar","Anand+Vihar",164,"µg/m³","Delhi","IN",NA,NA
2015-11-01 13:40:00,2015-11-01 19:10:00,"pm25","Anand Vihar","Anand+Vihar",322,"µg/m³","Delhi","IN",NA,NA
2015-11-01 14:20:00,2015-11-01 19:50:00,"pm25","Anand Vihar","Anand+Vihar",322,"µg/m³","Delhi","IN",NA,NA
2015-11-01 14:40:00,2015-11-01 20:10:00,"pm25","Anand Vihar","Anand+Vihar",354,"µg/m³","Delhi","IN",NA,NA
2015-11-01 15:20:00,2015-11-01 20:50:00,"pm25","Anand Vihar","Anand+Vihar",354,"µg/m³","Delhi","IN",NA,NA
2015-11-01 15:40:00,2015-11-01 21:10:00,"pm25","Anand Vihar","Anand+Vihar",336,"µg/m³","Delhi","IN",NA,NA
2015-11-01 16:20:00,2015-11-01 21:50:00,"pm25","Anand Vihar","Anand+Vihar",336,"µg/m³","Delhi","IN",NA,NA
2015-11-01 16:40:00,2015-11-01 22:10:00,"pm25","Anand Vihar","Anand+Vihar",264,"µg/m³","Delhi","IN",NA,NA
2015-11-01 17:20:00,2015-11-01 22:50:00,"pm25","Anand Vihar","Anand+Vihar",264,"µg/m³","Delhi","IN",NA,NA
2015-11-01 17:40:00,2015-11-01 23:10:00,"pm25","Anand Vihar","Anand+Vihar",276,"µg/m³","Delhi","IN",NA,NA
2015-11-01 18:15:00,2015-11-01 23:45:00,"pm25","Anand Vihar","Anand+Vihar",276,"µg/m³","Delhi","IN",NA,NA
2015-11-01 18:40:00,2015-11-02 00:10:00,"pm25","Anand Vihar","Anand+Vihar",339,"µg/m³","Delhi","IN",NA,NA
2015-11-01 19:20:00,2015-11-02 00:50:00,"pm25","Anand Vihar","Anand+Vihar",339,"µg/m³","Delhi","IN",NA,NA
2015-11-01 19:40:00,2015-11-02 01:10:00,"pm25","Anand Vihar","Anand+Vihar",451,"µg/m³","Delhi","IN",NA,NA
2015-11-01 20:20:00,2015-11-02 01:50:00,"pm25","Anand Vihar","Anand+Vihar",451,"µg/m³","Delhi","IN",NA,NA
2015-11-01 20:40:00,2015-11-02 02:10:00,"pm25","Anand Vihar","Anand+Vihar",386,"µg/m³","Delhi","IN",NA,NA
2015-11-01 21:20:00,2015-11-02 02:50:00,"pm25","Anand Vihar","Anand+Vihar",386,"µg/m³","Delhi","IN",NA,NA
2015-11-01 21:40:00,2015-11-02 03:10:00,"pm25","Anand Vihar","Anand+Vihar",380,"µg/m³","Delhi","IN",NA,NA
2015-11-01 22:20:00,2015-11-02 03:50:00,"pm25","Anand Vihar","Anand+Vihar",380,"µg/m³","Delhi","IN",NA,NA
2015-11-01 22:40:00,2015-11-02 04:10:00,"pm25","Anand Vihar","Anand+Vihar",370,"µg/m³","Delhi","IN",NA,NA
2015-11-01 23:20:00,2015-11-02 04:50:00,"pm25","Anand Vihar","Anand+Vihar",370,"µg/m³","Delhi","IN",NA,NA
2015-11-01 23:40:00,2015-11-02 05:10:00,"pm25","Anand Vihar","Anand+Vihar",360,"µg/m³","Delhi","IN",NA,NA
2015-11-02 00:20:00,2015-11-02 05:50:00,"pm25","Anand Vihar","Anand+Vihar",360,"µg/m³","Delhi","IN",NA,NA
2015-11-02 00:40:00,2015-11-02 06:10:00,"pm25","Anand Vihar","Anand+Vihar",415,"µg/m³","Delhi","IN",NA,NA
2015-11-02 01:20:00,2015-11-02 06:50:00,"pm25","Anand Vihar","Anand+Vihar",415,"µg/m³","Delhi","IN",NA,NA
2015-11-02 01:40:00,2015-11-02 07:10:00,"pm25","Anand Vihar","Anand+Vihar",436,"µg/m³","Delhi","IN",NA,NA
2015-11-02 02:20:00,2015-11-02 07:50:00,"pm25","Anand Vihar","Anand+Vihar",436,"µg/m³","Delhi","IN",NA,NA
2015-11-02 02:40:00,2015-11-02 08:10:00,"pm25","Anand Vihar","Anand+Vihar",444,"µg/m³","Delhi","IN",NA,NA
2015-11-02 03:20:00,2015-11-02 08:50:00,"pm25","Anand Vihar","Anand+Vihar",444,"µg/m³","Delhi","IN",NA,NA
2015-11-02 03:40:00,2015-11-02 09:10:00,"pm25","Anand Vihar","Anand+Vihar",379,"µg/m³","Delhi","IN",NA,NA
2015-11-02 04:00:00,2015-11-02 09:30:00,"pm25","Anand Vihar","Anand+Vihar",379,"µg/m³","Delhi","IN",NA,NA
2015-11-02 06:20:00,2015-11-02 11:50:00,"pm25","Anand Vihar","Anand+Vihar",183,"µg/m³","Delhi","IN",NA,NA
2015-11-02 06:40:00,2015-11-02 12:10:00,"pm25","Anand Vihar","Anand+Vihar",164,"µg/m³","Delhi","IN",NA,NA
2015-11-02 07:20:00,2015-11-02 12:50:00,"pm25","Anand Vihar","Anand+Vihar",164,"µg/m³","Delhi","IN",NA,NA
2015-11-02 08:40:00,2015-11-02 14:10:00,"pm25","Anand Vihar","Anand+Vihar",144,"µg/m³","Delhi","IN",NA,NA
2015-11-02 09:05:00,2015-11-02 14:35:00,"pm25","Anand Vihar","Anand+Vihar",144,"µg/m³","Delhi","IN",NA,NA
2015-11-02 10:40:00,2015-11-02 16:10:00,"pm25","Anand Vihar","Anand+Vihar",120,"µg/m³","Delhi","IN",NA,NA
2015-11-02 11:20:00,2015-11-02 16:50:00,"pm25","Anand Vihar","Anand+Vihar",120,"µg/m³","Delhi","IN",NA,NA
2015-11-02 11:35:00,2015-11-02 17:05:00,"pm25","Anand Vihar","Anand+Vihar",179,"µg/m³","Delhi","IN",NA,NA
2015-11-02 12:20:00,2015-11-02 17:50:00,"pm25","Anand Vihar","Anand+Vihar",179,"µg/m³","Delhi","IN",NA,NA
2015-11-02 12:40:00,2015-11-02 18:10:00,"pm25","Anand Vihar","Anand+Vihar",188,"µg/m³","Delhi","IN",NA,NA
2015-11-02 13:20:00,2015-11-02 18:50:00,"pm25","Anand Vihar","Anand+Vihar",188,"µg/m³","Delhi","IN",NA,NA
2015-11-02 13:35:00,2015-11-02 19:05:00,"pm25","Anand Vihar","Anand+Vihar",215,"µg/m³","Delhi","IN",NA,NA
2015-11-02 14:20:00,2015-11-02 19:50:00,"pm25","Anand Vihar","Anand+Vihar",215,"µg/m³","Delhi","IN",NA,NA
2015-11-02 14:40:00,2015-11-02 20:10:00,"pm25","Anand Vihar","Anand+Vihar",274,"µg/m³","Delhi","IN",NA,NA
2015-11-02 15:20:00,2015-11-02 20:50:00,"pm25","Anand Vihar","Anand+Vihar",274,"µg/m³","Delhi","IN",NA,NA
2015-11-02 15:35:00,2015-11-02 21:05:00,"pm25","Anand Vihar","Anand+Vihar",312,"µg/m³","Delhi","IN",NA,NA
2015-11-02 16:20:00,2015-11-02 21:50:00,"pm25","Anand Vihar","Anand+Vihar",312,"µg/m³","Delhi","IN",NA,NA
2015-11-02 16:40:00,2015-11-02 22:10:00,"pm25","Anand Vihar","Anand+Vihar",299,"µg/m³","Delhi","IN",NA,NA
2015-11-02 17:20:00,2015-11-02 22:50:00,"pm25","Anand Vihar","Anand+Vihar",299,"µg/m³","Delhi","IN",NA,NA
2015-11-02 17:40:00,2015-11-02 23:10:00,"pm25","Anand Vihar","Anand+Vihar",271,"µg/m³","Delhi","IN",NA,NA
2015-11-02 18:20:00,2015-11-02 23:50:00,"pm25","Anand Vihar","Anand+Vihar",271,"µg/m³","Delhi","IN",NA,NA
2015-11-02 18:40:00,2015-11-03 00:10:00,"pm25","Anand Vihar","Anand+Vihar",268,"µg/m³","Delhi","IN",NA,NA
2015-11-02 19:20:00,2015-11-03 00:50:00,"pm25","Anand Vihar","Anand+Vihar",268,"µg/m³","Delhi","IN",NA,NA
2015-11-02 19:40:00,2015-11-03 01:10:00,"pm25","Anand Vihar","Anand+Vihar",249,"µg/m³","Delhi","IN",NA,NA
2015-11-02 20:40:00,2015-11-03 02:10:00,"pm25","Anand Vihar","Anand+Vihar",306,"µg/m³","Delhi","IN",NA,NA
2015-11-03 05:40:00,2015-11-03 11:10:00,"pm25","Anand Vihar","Anand+Vihar",403,"µg/m³","Delhi","IN",NA,NA
2015-11-03 06:30:00,2015-11-03 12:00:00,"pm25","Anand Vihar","Anand+Vihar",275,"µg/m³","Delhi","IN",NA,NA
2015-11-03 07:20:00,2015-11-03 12:50:00,"pm25","Anand Vihar","Anand+Vihar",275,"µg/m³","Delhi","IN",NA,NA
2015-11-03 07:40:00,2015-11-03 13:10:00,"pm25","Anand Vihar","Anand+Vihar",182,"µg/m³","Delhi","IN",NA,NA
2015-11-03 08:40:00,2015-11-03 14:10:00,"pm25","Anand Vihar","Anand+Vihar",199,"µg/m³","Delhi","IN",NA,NA
2015-11-03 09:00:00,2015-11-03 14:30:00,"pm25","Anand Vihar","Anand+Vihar",199,"µg/m³","Delhi","IN",NA,NA
2015-11-03 09:40:00,2015-11-03 15:10:00,"pm25","Anand Vihar","Anand+Vihar",135,"µg/m³","Delhi","IN",NA,NA
2015-11-03 10:40:00,2015-11-03 16:10:00,"pm25","Anand Vihar","Anand+Vihar",201,"µg/m³","Delhi","IN",NA,NA
2015-11-03 11:40:00,2015-11-03 17:10:00,"pm25","Anand Vihar","Anand+Vihar",236,"µg/m³","Delhi","IN",NA,NA
2015-11-03 12:15:00,2015-11-03 17:45:00,"pm25","Anand Vihar","Anand+Vihar",236,"µg/m³","Delhi","IN",NA,NA
2015-11-03 12:40:00,2015-11-03 18:10:00,"pm25","Anand Vihar","Anand+Vihar",627,"µg/m³","Delhi","IN",NA,NA
2015-11-03 13:20:00,2015-11-03 18:50:00,"pm25","Anand Vihar","Anand+Vihar",627,"µg/m³","Delhi","IN",NA,NA
2015-11-03 13:40:00,2015-11-03 19:10:00,"pm25","Anand Vihar","Anand+Vihar",365,"µg/m³","Delhi","IN",NA,NA
