"dateUTC","dateLocal","parameter","location","locationURL","value","unit","city","country","latitude","longitude"
2015-09-07 04:30:00,2015-09-07 10:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",62,"µg/m³","Delhi","IN",NA,NA
2015-09-07 05:10:00,2015-09-07 10:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",62,"µg/m³","Delhi","IN",NA,NA
2015-09-07 05:30:00,2015-09-07 11:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",40,"µg/m³","Delhi","IN",NA,NA
2015-09-07 06:10:00,2015-09-07 11:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",40,"µg/m³","Delhi","IN",NA,NA
2015-09-07 06:30:00,2015-09-07 12:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",32,"µg/m³","Delhi","IN",NA,NA
2015-09-07 07:10:00,2015-09-07 12:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",32,"µg/m³","Delhi","IN",NA,NA
2015-09-07 08:30:00,2015-09-07 14:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",33,"µg/m³","Delhi","IN",NA,NA
2015-09-07 08:40:00,2015-09-07 14:10:00,"pm25","Punjabi Bagh","Punjabi+Bagh",33,"µg/m³","Delhi","IN",NA,NA
2015-09-07 10:10:00,2015-09-07 15:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",27,"µg/m³","Delhi","IN",NA,NA
2015-09-07 10:30:00,2015-09-07 16:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",34,"µg/m³","Delhi","IN",NA,NA
2015-09-07 11:10:00,2015-09-07 16:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",34,"µg/m³","Delhi","IN",NA,NA
2015-09-07 11:30:00,2015-09-07 17:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",48,"µg/m³","Delhi","IN",NA,NA
2015-09-07 12:10:00,2015-09-07 17:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",48,"µg/m³","Delhi","IN",NA,NA
2015-09-08 05:10:00,2015-09-08 10:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",118,"µg/m³","Delhi","IN",NA,NA
2015-09-08 05:30:00,2015-09-08 11:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",62,"µg/m³","Delhi","IN",NA,NA
2015-09-08 06:00:00,2015-09-08 11:30:00,"pm25","Punjabi Bagh","Punjabi+Bagh",62,"µg/m³","Delhi","IN",NA,NA
2015-09-08 06:30:00,2015-09-08 12:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",36,"µg/m³","Delhi","IN",NA,NA
2015-09-08 07:10:00,2015-09-08 12:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",36,"µg/m³","Delhi","IN",NA,NA
2015-09-08 07:30:00,2015-09-08 13:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",26,"µg/m³","Delhi","IN",NA,NA
2015-09-08 09:30:00,2015-09-08 15:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",65,"µg/m³","Delhi","IN",NA,NA
2015-09-08 10:10:00,2015-09-08 15:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",65,"µg/m³","Delhi","IN",NA,NA
2015-09-08 11:40:00,2015-09-08 17:10:00,"pm25","Punjabi Bagh","Punjabi+Bagh",87,"µg/m³","Delhi","IN",NA,NA
2015-09-09 05:00:00,2015-09-09 10:30:00,"pm25","Punjabi Bagh","Punjabi+Bagh",105,"µg/m³","Delhi","IN",NA,NA
2015-09-09 06:30:00,2015-09-09 12:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",45,"µg/m³","Delhi","IN",NA,NA
2015-09-09 06:50:00,2015-09-09 12:20:00,"pm25","Punjabi Bagh","Punjabi+Bagh",45,"µg/m³","Delhi","IN",NA,NA
2015-09-10 04:10:00,2015-09-10 09:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",120,"µg/m³","Delhi","IN",NA,NA
2015-09-10 08:10:00,2015-09-10 13:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",17,"µg/m³","Delhi","IN",NA,NA
2015-09-10 08:30:00,2015-09-10 14:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",40,"µg/m³","Delhi","IN",NA,NA
2015-09-10 09:10:00,2015-09-10 14:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",40,"µg/m³","Delhi","IN",NA,NA
2015-09-10 10:10:00,2015-09-10 15:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",79,"µg/m³","Delhi","IN",NA,NA
2015-09-10 10:30:00,2015-09-10 16:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",49,"µg/m³","Delhi","IN",NA,NA
2015-09-10 11:10:00,2015-09-10 16:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",49,"µg/m³","Delhi","IN",NA,NA
2015-09-10 11:30:00,2015-09-10 17:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",63,"µg/m³","Delhi","IN",NA,NA
2015-09-10 11:50:00,2015-09-10 17:20:00,"pm25","Punjabi Bagh","Punjabi+Bagh",63,"µg/m³","Delhi","IN",NA,NA
2015-09-11 04:30:00,2015-09-11 10:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",136,"µg/m³","Delhi","IN",NA,NA
2015-09-11 05:10:00,2015-09-11 10:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",136,"µg/m³","Delhi","IN",NA,NA
2015-09-11 05:30:00,2015-09-11 11:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",64,"µg/m³","Delhi","IN",NA,NA
2015-09-11 06:10:00,2015-09-11 11:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",64,"µg/m³","Delhi","IN",NA,NA
2015-09-11 06:30:00,2015-09-11 12:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",46,"µg/m³","Delhi","IN",NA,NA
2015-09-11 07:30:00,2015-09-11 13:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",33,"µg/m³","Delhi","IN",NA,NA
2015-09-11 08:10:00,2015-09-11 13:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",33,"µg/m³","Delhi","IN",NA,NA
2015-09-11 08:30:00,2015-09-11 14:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",50,"µg/m³","Delhi","IN",NA,NA
2015-09-11 09:10:00,2015-09-11 14:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",50,"µg/m³","Delhi","IN",NA,NA
2015-09-11 09:30:00,2015-09-11 15:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",96,"µg/m³","Delhi","IN",NA,NA
2015-09-11 10:10:00,2015-09-11 15:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",96,"µg/m³","Delhi","IN",NA,NA
2015-09-11 10:20:00,2015-09-11 15:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",96,"µg/m³","Delhi","IN",NA,NA
2015-09-11 11:10:00,2015-09-11 16:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",69,"µg/m³","Delhi","IN",NA,NA
2015-09-11 11:30:00,2015-09-11 17:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",56,"µg/m³","Delhi","IN",NA,NA
2015-09-11 12:10:00,2015-09-11 17:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",56,"µg/m³","Delhi","IN",NA,NA
2015-09-11 12:30:00,2015-09-11 18:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",44,"µg/m³","Delhi","IN",NA,NA
2015-09-14 07:10:00,2015-09-14 12:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",93,"µg/m³","Delhi","IN",NA,NA
2015-09-14 07:30:00,2015-09-14 13:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",69,"µg/m³","Delhi","IN",NA,NA
2015-09-14 08:10:00,2015-09-14 13:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",69,"µg/m³","Delhi","IN",NA,NA
2015-09-14 08:30:00,2015-09-14 14:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",124,"µg/m³","Delhi","IN",NA,NA
2015-09-14 09:10:00,2015-09-14 14:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",124,"µg/m³","Delhi","IN",NA,NA
2015-09-14 09:30:00,2015-09-14 15:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",67,"µg/m³","Delhi","IN",NA,NA
2015-09-14 09:50:00,2015-09-14 15:20:00,"pm25","Punjabi Bagh","Punjabi+Bagh",67,"µg/m³","Delhi","IN",NA,NA
2015-09-14 12:10:00,2015-09-14 17:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",56,"µg/m³","Delhi","IN",NA,NA
2015-09-14 12:30:00,2015-09-14 18:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",45,"µg/m³","Delhi","IN",NA,NA
2015-09-14 12:40:00,2015-09-14 18:10:00,"pm25","Punjabi Bagh","Punjabi+Bagh",45,"µg/m³","Delhi","IN",NA,NA
2015-09-15 04:20:00,2015-09-15 09:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",158,"µg/m³","Delhi","IN",NA,NA
2015-09-15 05:20:00,2015-09-15 10:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",108,"µg/m³","Delhi","IN",NA,NA
2015-09-15 07:10:00,2015-09-15 12:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",70,"µg/m³","Delhi","IN",NA,NA
2015-09-15 07:20:00,2015-09-15 12:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",70,"µg/m³","Delhi","IN",NA,NA
2015-09-15 07:30:00,2015-09-15 13:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",58,"µg/m³","Delhi","IN",NA,NA
2015-09-15 17:10:00,2015-09-15 22:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",131,"µg/m³","Delhi","IN",NA,NA
2015-09-15 17:30:00,2015-09-15 23:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",191,"µg/m³","Delhi","IN",NA,NA
2015-09-15 18:10:00,2015-09-15 23:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",191,"µg/m³","Delhi","IN",NA,NA
2015-09-15 18:30:00,2015-09-16 00:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",134,"µg/m³","Delhi","IN",NA,NA
2015-09-15 18:40:00,2015-09-16 00:10:00,"pm25","Punjabi Bagh","Punjabi+Bagh",134,"µg/m³","Delhi","IN",NA,NA
2015-09-16 04:10:00,2015-09-16 09:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",132,"µg/m³","Delhi","IN",NA,NA
2015-09-16 04:30:00,2015-09-16 10:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",126,"µg/m³","Delhi","IN",NA,NA
2015-09-16 05:10:00,2015-09-16 10:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",126,"µg/m³","Delhi","IN",NA,NA
2015-09-16 05:20:00,2015-09-16 10:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",126,"µg/m³","Delhi","IN",NA,NA
2015-09-16 06:10:00,2015-09-16 11:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",85,"µg/m³","Delhi","IN",NA,NA
2015-09-16 06:20:00,2015-09-16 11:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",85,"µg/m³","Delhi","IN",NA,NA
2015-09-16 07:10:00,2015-09-16 12:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",64,"µg/m³","Delhi","IN",NA,NA
2015-09-16 07:20:00,2015-09-16 12:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",64,"µg/m³","Delhi","IN",NA,NA
2015-09-16 08:20:00,2015-09-16 13:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",62,"µg/m³","Delhi","IN",NA,NA
2015-09-16 09:10:00,2015-09-16 14:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",100,"µg/m³","Delhi","IN",NA,NA
2015-09-16 09:20:00,2015-09-16 14:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",100,"µg/m³","Delhi","IN",NA,NA
2015-09-16 10:10:00,2015-09-16 15:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",78,"µg/m³","Delhi","IN",NA,NA
2015-09-16 10:20:00,2015-09-16 15:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",78,"µg/m³","Delhi","IN",NA,NA
2015-09-16 10:50:00,2015-09-16 16:20:00,"pm25","Punjabi Bagh","Punjabi+Bagh",85,"µg/m³","Delhi","IN",NA,NA
2015-09-16 11:10:00,2015-09-16 16:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",85,"µg/m³","Delhi","IN",NA,NA
2015-09-16 11:20:00,2015-09-16 16:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",85,"µg/m³","Delhi","IN",NA,NA
2015-09-16 13:10:00,2015-09-16 18:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",90,"µg/m³","Delhi","IN",NA,NA
2015-09-16 13:20:00,2015-09-16 18:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",90,"µg/m³","Delhi","IN",NA,NA
2015-09-16 13:40:00,2015-09-16 19:10:00,"pm25","Punjabi Bagh","Punjabi+Bagh",118,"µg/m³","Delhi","IN",NA,NA
2015-09-17 03:00:00,2015-09-17 08:30:00,"pm25","Punjabi Bagh","Punjabi+Bagh",158,"µg/m³","Delhi","IN",NA,NA
2015-09-17 03:20:00,2015-09-17 08:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",158,"µg/m³","Delhi","IN",NA,NA
2015-09-17 08:20:00,2015-09-17 13:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",87,"µg/m³","Delhi","IN",NA,NA
2015-09-17 10:20:00,2015-09-17 15:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",138,"µg/m³","Delhi","IN",NA,NA
2015-09-17 11:10:00,2015-09-17 16:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",108,"µg/m³","Delhi","IN",NA,NA
2015-09-18 04:20:00,2015-09-18 09:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",54,"µg/m³","Delhi","IN",NA,NA
2015-09-18 05:10:00,2015-09-18 10:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",58,"µg/m³","Delhi","IN",NA,NA
2015-09-18 05:20:00,2015-09-18 10:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",58,"µg/m³","Delhi","IN",NA,NA
2015-09-18 05:50:00,2015-09-18 11:20:00,"pm25","Punjabi Bagh","Punjabi+Bagh",49,"µg/m³","Delhi","IN",NA,NA
2015-09-18 08:10:00,2015-09-18 13:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",27,"µg/m³","Delhi","IN",NA,NA
2015-09-18 10:20:00,2015-09-18 15:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",45,"µg/m³","Delhi","IN",NA,NA
2015-09-19 13:10:00,2015-09-19 18:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",60,"µg/m³","Delhi","IN",NA,NA
2015-09-19 13:20:00,2015-09-19 18:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",60,"µg/m³","Delhi","IN",NA,NA
2015-09-20 14:30:00,2015-09-20 20:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",21,"µg/m³","Delhi","IN",NA,NA
2015-09-20 17:20:00,2015-09-20 22:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",20,"µg/m³","Delhi","IN",NA,NA
2015-09-20 18:20:00,2015-09-20 23:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",53,"µg/m³","Delhi","IN",NA,NA
2015-09-20 19:20:00,2015-09-21 00:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",28,"µg/m³","Delhi","IN",NA,NA
2015-09-20 20:10:00,2015-09-21 01:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",14,"µg/m³","Delhi","IN",NA,NA
2015-09-20 20:20:00,2015-09-21 01:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",14,"µg/m³","Delhi","IN",NA,NA
2015-09-20 21:10:00,2015-09-21 02:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",25,"µg/m³","Delhi","IN",NA,NA
2015-09-21 03:20:00,2015-09-21 08:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",126,"µg/m³","Delhi","IN",NA,NA
2015-09-21 04:20:00,2015-09-21 09:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",130,"µg/m³","Delhi","IN",NA,NA
2015-09-21 05:20:00,2015-09-21 10:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",79,"µg/m³","Delhi","IN",NA,NA
2015-09-21 07:10:00,2015-09-21 12:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",66,"µg/m³","Delhi","IN",NA,NA
2015-09-21 07:20:00,2015-09-21 12:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",66,"µg/m³","Delhi","IN",NA,NA
2015-09-21 08:10:00,2015-09-21 13:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",54,"µg/m³","Delhi","IN",NA,NA
2015-09-21 08:20:00,2015-09-21 13:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",54,"µg/m³","Delhi","IN",NA,NA
2015-09-21 08:40:00,2015-09-21 14:10:00,"pm25","Punjabi Bagh","Punjabi+Bagh",33,"µg/m³","Delhi","IN",NA,NA
2015-09-21 10:10:00,2015-09-21 15:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",29,"µg/m³","Delhi","IN",NA,NA
2015-09-21 10:20:00,2015-09-21 15:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",29,"µg/m³","Delhi","IN",NA,NA
2015-09-21 11:10:00,2015-09-21 16:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",83,"µg/m³","Delhi","IN",NA,NA
2015-09-21 11:20:00,2015-09-21 16:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",83,"µg/m³","Delhi","IN",NA,NA
2015-09-21 12:20:00,2015-09-21 17:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",105,"µg/m³","Delhi","IN",NA,NA
2015-09-21 13:20:00,2015-09-21 18:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",65,"µg/m³","Delhi","IN",NA,NA
2015-09-21 13:40:00,2015-09-21 19:10:00,"pm25","Punjabi Bagh","Punjabi+Bagh",54,"µg/m³","Delhi","IN",NA,NA
2015-09-22 02:20:00,2015-09-22 07:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",49,"µg/m³","Delhi","IN",NA,NA
2015-09-22 03:10:00,2015-09-22 08:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",81,"µg/m³","Delhi","IN",NA,NA
2015-09-22 03:20:00,2015-09-22 08:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",81,"µg/m³","Delhi","IN",NA,NA
2015-09-22 05:10:00,2015-09-22 10:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",71,"µg/m³","Delhi","IN",NA,NA
2015-09-22 05:20:00,2015-09-22 10:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",71,"µg/m³","Delhi","IN",NA,NA
2015-09-22 06:10:00,2015-09-22 11:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",47,"µg/m³","Delhi","IN",NA,NA
2015-09-22 06:20:00,2015-09-22 11:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",47,"µg/m³","Delhi","IN",NA,NA
2015-09-22 07:00:00,2015-09-22 12:30:00,"pm25","Punjabi Bagh","Punjabi+Bagh",43,"µg/m³","Delhi","IN",NA,NA
2015-09-22 07:20:00,2015-09-22 12:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",43,"µg/m³","Delhi","IN",NA,NA
2015-09-22 08:00:00,2015-09-22 13:30:00,"pm25","Punjabi Bagh","Punjabi+Bagh",34,"µg/m³","Delhi","IN",NA,NA
2015-09-22 09:10:00,2015-09-22 14:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",16,"µg/m³","Delhi","IN",NA,NA
2015-09-22 09:20:00,2015-09-22 14:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",16,"µg/m³","Delhi","IN",NA,NA
2015-09-22 10:30:00,2015-09-22 16:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",71,"µg/m³","Delhi","IN",NA,NA
2015-09-22 11:10:00,2015-09-22 16:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",71,"µg/m³","Delhi","IN",NA,NA
2015-09-22 11:20:00,2015-09-22 16:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",71,"µg/m³","Delhi","IN",NA,NA
2015-09-22 12:10:00,2015-09-22 17:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",44,"µg/m³","Delhi","IN",NA,NA
2015-09-22 13:10:00,2015-09-22 18:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",33,"µg/m³","Delhi","IN",NA,NA
2015-09-22 13:20:00,2015-09-22 18:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",33,"µg/m³","Delhi","IN",NA,NA
2015-09-22 14:30:00,2015-09-22 20:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",38,"µg/m³","Delhi","IN",NA,NA
2015-09-23 12:20:00,2015-09-23 17:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",37,"µg/m³","Delhi","IN",NA,NA
2015-09-23 13:10:00,2015-09-23 18:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",47,"µg/m³","Delhi","IN",NA,NA
2015-09-23 13:20:00,2015-09-23 18:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",47,"µg/m³","Delhi","IN",NA,NA
2015-09-23 13:40:00,2015-09-23 19:10:00,"pm25","Punjabi Bagh","Punjabi+Bagh",29,"µg/m³","Delhi","IN",NA,NA
2015-09-23 19:20:00,2015-09-24 00:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",55,"µg/m³","Delhi","IN",NA,NA
2015-09-23 20:10:00,2015-09-24 01:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",21,"µg/m³","Delhi","IN",NA,NA
2015-09-23 20:20:00,2015-09-24 01:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",21,"µg/m³","Delhi","IN",NA,NA
2015-09-23 21:20:00,2015-09-24 02:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",56,"µg/m³","Delhi","IN",NA,NA
2015-09-23 22:10:00,2015-09-24 03:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",28,"µg/m³","Delhi","IN",NA,NA
2015-09-23 22:20:00,2015-09-24 03:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",28,"µg/m³","Delhi","IN",NA,NA
2015-09-23 23:10:00,2015-09-24 04:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",35,"µg/m³","Delhi","IN",NA,NA
2015-09-23 23:20:00,2015-09-24 04:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",35,"µg/m³","Delhi","IN",NA,NA
2015-09-24 05:20:00,2015-09-24 10:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",86,"µg/m³","Delhi","IN",NA,NA
2015-09-24 06:20:00,2015-09-24 11:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",53,"µg/m³","Delhi","IN",NA,NA
2015-09-24 07:30:00,2015-09-24 13:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",26,"µg/m³","Delhi","IN",NA,NA
2015-09-24 08:20:00,2015-09-24 13:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",26,"µg/m³","Delhi","IN",NA,NA
2015-09-24 09:20:00,2015-09-24 14:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",44,"µg/m³","Delhi","IN",NA,NA
2015-09-24 11:20:00,2015-09-24 16:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",47,"µg/m³","Delhi","IN",NA,NA
2015-09-24 12:20:00,2015-09-24 17:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",53,"µg/m³","Delhi","IN",NA,NA
2015-09-24 13:20:00,2015-09-24 18:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",83,"µg/m³","Delhi","IN",NA,NA
2015-09-24 14:20:00,2015-09-24 19:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",58,"µg/m³","Delhi","IN",NA,NA
2015-09-24 15:30:00,2015-09-24 21:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",41,"µg/m³","Delhi","IN",NA,NA
2015-09-24 16:20:00,2015-09-24 21:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",41,"µg/m³","Delhi","IN",NA,NA
2015-09-24 18:10:00,2015-09-24 23:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",84,"µg/m³","Delhi","IN",NA,NA
2015-09-24 18:30:00,2015-09-25 00:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",127,"µg/m³","Delhi","IN",NA,NA
2015-09-24 19:20:00,2015-09-25 00:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",127,"µg/m³","Delhi","IN",NA,NA
2015-09-24 20:20:00,2015-09-25 01:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",104,"µg/m³","Delhi","IN",NA,NA
2015-09-24 21:20:00,2015-09-25 02:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",108,"µg/m³","Delhi","IN",NA,NA
2015-09-24 23:20:00,2015-09-25 04:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",57,"µg/m³","Delhi","IN",NA,NA
2015-09-25 00:20:00,2015-09-25 05:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",33,"µg/m³","Delhi","IN",NA,NA
2015-09-25 01:20:00,2015-09-25 06:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",54,"µg/m³","Delhi","IN",NA,NA
2015-09-25 02:20:00,2015-09-25 07:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",54,"µg/m³","Delhi","IN",NA,NA
2015-09-25 03:20:00,2015-09-25 08:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",41,"µg/m³","Delhi","IN",NA,NA
2015-09-25 04:20:00,2015-09-25 09:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",67,"µg/m³","Delhi","IN",NA,NA
2015-09-25 05:10:00,2015-09-25 10:40:00,"pm25","Punjabi Bagh","Punjabi+Bagh",76,"µg/m³","Delhi","IN",NA,NA
2015-09-25 05:30:00,2015-09-25 11:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",54,"µg/m³","Delhi","IN",NA,NA
2015-09-25 06:20:00,2015-09-25 11:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",54,"µg/m³","Delhi","IN",NA,NA
2015-09-25 07:20:00,2015-09-25 12:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",47,"µg/m³","Delhi","IN",NA,NA
2015-09-25 08:30:00,2015-09-25 14:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",38,"µg/m³","Delhi","IN",NA,NA
2015-09-25 09:20:00,2015-09-25 14:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",38,"µg/m³","Delhi","IN",NA,NA
2015-09-25 10:20:00,2015-09-25 15:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",37,"µg/m³","Delhi","IN",NA,NA
2015-09-25 11:30:00,2015-09-25 17:00:00,"pm25","Punjabi Bagh","Punjabi+Bagh",51,"µg/m³","Delhi","IN",NA,NA
2015-09-25 12:20:00,2015-09-25 17:50:00,"pm25","Punjabi Bagh","Punjabi+Bagh",51,"µg/m³","Delhi","IN",NA,NA
